,"Відстань до школи, км",Менше за 0.8км,geometry
0,0.3480245312856638,True,POINT (30.4664612 50.4893332)
1,0.19812785884638168,True,POINT (30.4652395 50.4901758)
2,0.12025515331466537,True,POINT (30.4645405 50.4905557)
3,0.05467958023759872,True,POINT (30.4634152 50.4909658)
4,0.40449010085559484,True,POINT (30.4610249 50.4935296)
5,0.5737192302819853,True,POINT (30.4595299 50.4942728)
6,0.6119468618633577,True,POINT (30.459491 50.4948184)
7,0.6712097894645355,True,POINT (30.4588091 50.4948594)
8,0.7778023145018187,True,POINT (30.4580532 50.495545)
9,0.48869544607529647,True,POINT (30.4594485 50.4924709)
10,0.6686147036624034,True,POINT (30.4576709 50.4922716)
11,0.5877118329999161,True,POINT (30.4583302 50.49185870000001)
12,0.6144985714801764,True,POINT (30.4583226 50.4927514)
13,0.7038079470615407,True,POINT (30.45727460000001 50.4919408)
14,0.7673877392311708,True,POINT (30.4566497 50.491676)
15,0.8186943069656129,False,POINT (30.456263 50.4921883)
16,0.9069509225766971,False,POINT (30.4554491 50.4921672)
17,0.8632907544619011,False,POINT (30.4558362 50.4920889)
18,0.8338144573408759,False,POINT (30.4560557 50.49175839999999)
19,0.9044057561054107,False,POINT (30.4553824 50.4914852)
20,0.9840118272096045,False,POINT (30.4546519 50.49137329999999)
21,0.9840118272096045,False,POINT (30.4546519 50.49137329999999)
22,1.1204242307465622,False,POINT (30.4534113 50.4912527)
23,1.0198473088639814,False,POINT (30.454331 50.49141029999999)
24,1.1750650694358302,False,POINT (30.452923 50.4913269)
25,1.2304144320726396,False,POINT (30.4524215 50.4912935)
26,1.2984209599624041,False,POINT (30.4518011 50.4911609)
27,1.3623872357247302,False,POINT (30.4512203 50.4910614)
28,1.4158402414429125,False,POINT (30.4507318 50.49084620000001)
29,1.4256315284090557,False,POINT (30.4506481 50.4909934)
30,1.46683902672721,False,POINT (30.4502696 50.4907013)
31,1.4745320398555375,False,POINT (30.4502086 50.4910195)
32,1.5205487034374574,False,POINT (30.4497904 50.4908953)
33,1.5619256995836346,False,POINT (30.4494117 50.4905148)
34,1.584403458583756,False,POINT (30.4492091 50.4903618)
35,1.6471128769312207,False,POINT (30.4486463 50.4906466)
36,1.6611793002370931,False,POINT (30.4485185 50.4902829)
37,1.6611793002370931,False,POINT (30.4485185 50.4902829)
38,1.689839780574823,False,POINT (30.4482611 50.4902125)
39,1.7277012771256373,False,POINT (30.4479202 50.4902329)
40,1.7677012327927943,False,POINT (30.4475596 50.4903815)
41,1.7746022594722664,False,POINT (30.4474979 50.4902657)
42,1.8002160989219453,False,POINT (30.447267 50.4904102)
43,1.9461910227591315,False,POINT (30.4459559 50.490054)
44,1.914435216488928,False,POINT (30.4462403 50.4906286)
45,2.0168412080529046,False,POINT (30.4453278 50.4911033)
46,2.0762179971433397,False,POINT (30.4448069 50.4914873)
47,1.9441793708070931,False,POINT (30.4459799 50.4897689)
48,1.9719404201921136,False,POINT (30.445752 50.4891951)
49,2.0526102897290035,False,POINT (30.4450205 50.4892889)
50,2.0949712611749054,False,POINT (30.4446365 50.4893427)
51,2.126525358763054,False,POINT (30.4443584 50.4892016)
52,2.143785651082986,False,POINT (30.4442066 50.489123)
53,2.616464734948289,False,POINT (30.4400923 50.487116)
54,2.616464734948289,False,POINT (30.4400923 50.487116)
55,2.616464734948289,False,POINT (30.4400923 50.487116)
56,2.616464734948289,False,POINT (30.4400923 50.487116)
57,2.616464734948289,False,POINT (30.4400923 50.487116)
58,0.08501885778660055,True,POINT (30.4627976 50.48996810000001)
59,0.2709742956886164,True,POINT (30.4610566 50.4908268)
60,0.23253634859685635,True,POINT (30.4613814 50.49019879999999)
61,0.2709742956886164,True,POINT (30.4610566 50.4908268)
